ID,Listing Name,Host ID,Host Name,Borough,Neighborhood,Latitude,Longitude,Room Type,Price,Min Nights,Number of Reviews,Last Review,Reviews Per Month,Listings Per Host,Days Available
3114722,"Private bedroom, Perfect Location",4954144,Mischa,Manhattan,East Village,40.73052323,-73.98882752,Private room,88,1,1,18/02/2015,0.3,1,297
4249131,BEST LOCATION in MANHATTAN!,12534414,Regina,Manhattan,East Village,40.73012421,-73.98319908,Entire home/apt,131,1,31,23/05/2015,4.3,1,247
4297233,Spacious 2 bedroom in East Village,1541130,Hallie,Manhattan,East Village,40.72775958,-73.98394818,Entire home/apt,250,1,0,,,2,235
4145611,Great Bedroom in East Village,1541130,Hallie,Manhattan,East Village,40.7277708,-73.98419366,Private room,99,2,6,5/05/2015,0.8,2,122
747159,sunny private room in dwntn EV 2BR,3801683,Jackson,Manhattan,East Village,40.73103724,-73.98356025,Private room,110,2,70,29/05/2015,2.2,1,275
1436078,East Village 1 BR Gem w Garden,7716047,Selina,Manhattan,East Village,40.72857468,-73.98220151,Entire home/apt,160,2,9,15/10/2014,0.5,1,150
1822872,E VILL STUDIO - PERFECT LOCATION!,9542792,Dan,Manhattan,East Village,40.72234322,-73.98488552,Entire home/apt,109,4,0,,,1,151
5874495,Great room in spacious apartment!,27969,Rachel,Manhattan,Washington Heights,40.84949837,-73.93838386,Private room,98,1,0,,,1,364
4830561,Beautiful one bedroom in E. Village,23866803,Michael,Manhattan,East Village,40.72720621,-73.98605279,Entire home/apt,225,4,0,,,1,143
4190463,1 Room in Spacious East Village Apt,21740651,Nicholas,Manhattan,East Village,40.72698182,-73.99055898,Private room,123,1,8,25/05/2015,1.1,1,34
54846,Charming Riverside Drive apartment,258054,Rose,Manhattan,Washington Heights,40.83496875,-73.9483991,Entire home/apt,155,3,7,19/05/2015,0.1,1,324
3933059,Where Love and Happiness Live,20377328,MaryEllen,Manhattan,Washington Heights,40.85749334,-73.93258473,Entire home/apt,100,1,1,15/12/2014,0.2,1,202
601801,"Bright 1-bdrm in East Village, NYC!",882393,Jennifer,Manhattan,East Village,40.72331867,-73.98287857,Entire home/apt,165,3,15,19/05/2015,0.6,1,154
4785944,Lower East Side + East Village Pad,24620881,Jack,Manhattan,East Village,40.72453603,-73.98854377,Entire home/apt,175,1,9,27/05/2015,1.8,2,272
4512329,Spacious Room in Sugar Hill,16685925,Douglas,Manhattan,Washington Heights,40.83088655,-73.94124511,Private room,80,3,1,7/01/2015,0.2,1,182
4509166,Amazing NYC East Village Apartment ,15391367,Eli,Manhattan,East Village,40.72996228,-73.98022075,Entire home/apt,175,1,9,10/04/2015,1.5,1,167
4529692,Summer Sale!Free parking!Manhattan,5940465,Shruti,Manhattan,East Village,40.72370497,-73.9795926,Entire home/apt,170,1,2,3/05/2015,0.4,1,155
6635345,1 BR in East Village,33734623,Casey,Manhattan,East Village,40.7295267,-73.98230494,Entire home/apt,175,1,0,,,1,241
1320807,Studio Apartment - Lower East Side,7050992,David,Manhattan,East Village,40.72471558,-73.98745468,Entire home/apt,135,1,52,28/05/2015,3,1,20
4803782,Cozy 2 bedroom in East Village,24622525,Hannah,Manhattan,East Village,40.72849615,-73.98169455,Entire home/apt,150,1,2,4/01/2015,0.4,1,148
4309384,Beautiful single family house,4269506,Avi,Queens,Flushing,40.72656571,-73.79696587,Entire home/apt,250,5,0,,,1,272
2950773,You could see Empire from the door.,15063577,Tony,Queens,Flushing,40.74815957,-73.83149198,Private room,99,1,0,,,1,365
4240947,Private Studio Apartment in Queens,22006455,Latchman,Queens,Hollis,40.71074547,-73.77680296,Private room,79,1,2,5/01/2015,0.4,1,365
2454727,Beautiful SoHo / NoLiTa One Bedroom,2024938,Clement,Manhattan,Nolita,40.72167897,-73.99703484,Entire home/apt,220,3,1,23/05/2015,1,1,151
1356558,Spacious Apt Gowanus/Prospect Park,7351896,Nataly,Brooklyn,Gowanus,40.67210529,-73.9901124,Entire home/apt,125,4,1,22/09/2013,0,1,36
6326886,Truly Spacious 2BR in the Slopes,7076772,Rodrigo,Brooklyn,Gowanus,40.67093788,-73.99327337,Entire home/apt,120,1,0,,,2,246
621863,Beautiful SoHo-Nolita Apartment!!!!,3082063,Azhar,Manhattan,Nolita,40.7242616,-73.99552047,Entire home/apt,249,2,21,22/09/2013,0.6,2,365
3849330,Modern 1 Bedroom Apt in Nolita/Soho,2136732,Anton,Manhattan,Nolita,40.72366902,-73.99481961,Entire home/apt,250,3,3,1/11/2014,0.3,1,316
1721695,"Stylish, Sunny East Village Studio",8221276,Claire,Manhattan,Nolita,40.7233722,-73.99365784,Entire home/apt,200,1,20,3/05/2015,1,1,298
6165055,Stunning Soho 2 Bdr Apt w terrace,16761554,Esteve,Manhattan,Nolita,40.72295027,-73.99372334,Entire home/apt,207,1,0,,,1,24
6419593,Sunny 3 bedrooms Brooklyn Townhouse,18753186,Florence,Brooklyn,Gowanus,40.68117312,-73.99042663,Entire home/apt,200,5,0,,,1,7
2489920,Charming Studio!--Brooklyn College ,9543143,Angel,Brooklyn,Flatlands,40.62338281,-73.94078354,Entire home/apt,90,1,20,7/12/2014,1.5,1,252
6611764,Clean & Cozy room in Safe Flushing,34598120,Chen,Queens,Flushing,40.75358561,-73.82088845,Private room,59,1,0,,,1,361
6460287,2 BR in perfect location,33737819,Julie,Manhattan,Nolita,40.72404307,-73.99430793,Entire home/apt,300,3,0,,,1,17
4083556,"BROOKLYN""S BEST Room One",15728213,Joalexer,Brooklyn,Canarsie,40.63264764,-73.89616065,Private room,105,2,0,,,4,365
4083380,"BROOKLYN""S BEST Room Three",15728213,Joalexer,Brooklyn,Canarsie,40.63115027,-73.8946299,Private room,105,2,0,,,4,365
4008097,BROOKLYN'S BEST Room Two,15728213,Joalexer,Brooklyn,Canarsie,40.63246723,-73.89452381,Private room,105,1,0,,,4,365
4442539,BROOKLYN'S BEST 3 BEDROOM HOME,15728213,Joalexer,Brooklyn,Canarsie,40.63073934,-73.89579245,Entire home/apt,205,2,2,17/02/2015,0.4,4,337
2947674,Location Delcio 2,3250450,Petya,Queens,Jackson Heights,40.75140866,-73.88695055,Private room,85,45,0,,,7,337
43711, Garden Retreat! Live like a local!,191269,Patricia,Brooklyn,Canarsie,40.6416334,-73.8947283,Entire home/apt,100,2,40,30/05/2013,0.7,1,352
4813503,The Sanctuary - A Pleasant Home,24790900,Joslyn And Pansy,Brooklyn,Canarsie,40.64572689,-73.89202915,Entire home/apt,120,1,9,1/06/2015,1.8,1,338
6092836,"Family, Quiet and clean place.",31550993,Myriam,Queens,Jackson Heights,40.74906457,-73.88243736,Private room,85,1,0,,,1,365
3141076,LUXURY LOFT STYLE ROOM w/ BATH,8620126,Vlad,Brooklyn,Brighton Beach,40.58220409,-73.9543993,Private room,80,1,7,26/05/2015,0.6,1,364
1937190,@ the Arbor (ONLY WOMEN - SUBLET),10022522,Amrita,Bronx,Riverdale,40.88653275,-73.91195635,Private room,80,1,0,,,1,175
4866860,Private room near A train,17576276,Vandita,Queens,Ozone Park,40.68038767,-73.841858,Private room,45,1,0,,,1,137
2038471,BIG 2 BED ASTORIA 3 BLOCKS 2 SUBWAY,10457735,Marisa,Queens,Astoria,40.76706333,-73.91469599,Private room,120,5,0,,,1,365
5804451,The Perfect Studio in Brooklyn,13501779,Hurt,Brooklyn,Crown Heights,40.67169394,-73.95117156,Entire home/apt,75,6,2,16/05/2015,2,1,47
6502368,Bright Brooklyn Garden Room,33987789,Germán,Brooklyn,Crown Heights,40.67486374,-73.9546464,Private room,65,2,0,,,1,352
2268393,One bedroom holiday apartment,11583052,Lee,Manhattan,Upper West Side,40.78901679,-73.96982572,Entire home/apt,400,7,0,,,1,365
2059791,By Central Park with Balcony & View,10544301,Jena,Manhattan,Upper West Side,40.7914176,-73.96725628,Entire home/apt,275,7,1,7/07/2014,0.1,1,169
6456733,Large sunny UWS studio,4893786,Jeff,Manhattan,Upper West Side,40.78360686,-73.97745646,Entire home/apt,145,2,1,25/05/2015,1,1,22
562836,"Comfortable, convenient, quiet 1-BR",2768502,Andrew,Brooklyn,Crown Heights,40.66876758,-73.9590742,Entire home/apt,105,1,18,19/04/2015,0.5,1,337
5517895,An oasis in Brooklyn,16010657,Jordan And Amanda,Brooklyn,Crown Heights,40.67147066,-73.95422244,Entire home/apt,124,1,5,24/05/2015,2.5,1,282
5382493,Cozy room in Morningside Heights,118028,Luis,Manhattan,Morningside Heights,40.81592065,-73.959595,Private room,75,1,0,,,1,93
4421991,Brand New Spacious 1BR w/Roof&Yard,7962306,Benjamin,Queens,Astoria,40.75960288,-73.91864611,Entire home/apt,199,1,2,27/03/2015,0.4,1,196
6502919,Comfortable Studio Room in the 70s!,5388126,Hanna,Manhattan,Upper West Side,40.78090151,-73.98000662,Private room,70,1,0,,,1,0
6323499,1 bedroom Upper West Side Sublet,14929050,Nuisha,Manhattan,Upper West Side,40.79354578,-73.97300379,Entire home/apt,200,1,0,,,1,11
4782252,PENTHOUSE STUDIO WITH LARGE TERRACE,24657274,Daniel,Manhattan,Upper West Side,40.79201869,-73.9794736,Entire home/apt,175,1,0,,,1,149
723867,Perfect Union Square- Downtown NYC!,3740402,Jc,Manhattan,Gramercy,40.73658834,-73.98773095,Entire home/apt,196,4,20,19/05/2015,0.6,1,107
5903526,Middle Room in Downtown Apartment,9864136,Anthony,Manhattan,Two Bridges,40.71186874,-73.99782698,Private room,80,1,2,14/05/2015,1.7,8,349
3933640,Lovely and spacious Brooklyn home!,5024574,Amy,Brooklyn,Crown Heights,40.66672076,-73.95037147,Entire home/apt,110,2,13,26/05/2015,1.5,1,256
5635819,Beautiful and Bright Bedroom!,2359650,Willa,Brooklyn,Crown Heights,40.67273388,-73.95265244,Private room,60,7,0,,,1,56
3282274,Spacious Studio Upper West Side,3481173,Hila,Manhattan,Upper West Side,40.78163821,-73.98524206,Entire home/apt,160,2,4,24/05/2015,0.4,1,214
12382,BROWNSTONE - 2 BEDROOM APT,48247,Miguel & Mariama,Brooklyn,Crown Heights,40.67485337,-73.94168953,Entire home/apt,115,3,121,8/05/2015,1.9,1,289
1733157,Large 2BR mins to Midtown Manhattan,9131167,Myrna And David,Queens,Astoria,40.76135011,-73.915706,Entire home/apt,145,2,63,24/05/2015,3.9,1,238
452824,Very sunny 2 bedroom apartment UWS,2246241,Chris,Manhattan,Morningside Heights,40.80736913,-73.96093386,Entire home/apt,300,14,0,,,1,49
5152375,Cozy/Spacious Apt in Crown Heights,1197510,Charlie,Brooklyn,Crown Heights,40.67113785,-73.93587624,Entire home/apt,65,4,3,5/05/2015,2.1,1,103
4719690,3BR condo w/Central Park views,12586030,Hugo,Manhattan,Upper West Side,40.77418323,-73.98205551,Private room,370,1,0,,,1,60
4392250,Sissi and Jie's apt ,2476065,Sissi,Manhattan,Upper West Side,40.77747593,-73.98873017,Private room,120,1,0,,,1,302
1683415,Huge Penthouse Studio Upper West,3034309,K.,Manhattan,Morningside Heights,40.80432872,-73.96474856,Entire home/apt,150,2,22,10/05/2015,1.3,1,0
2640467,Cozy Private Room on a Lovely Block,1570348,Clare,Brooklyn,Crown Heights,40.67264901,-73.94849979,Private room,60,1,14,8/04/2015,1.1,1,83
4563717,1 BR - Perfect Upper West Location,23657438,Alan,Manhattan,Upper West Side,40.79001753,-73.97545733,Entire home/apt,175,2,16,25/05/2015,2.8,1,227
5471441,Cozy room near Columbia University,21342588,Victoria,Manhattan,Morningside Heights,40.80634907,-73.96626087,Private room,75,1,0,,,1,345
4922220,Cozy room in Chinatown apartment ,17932812,Samantha,Manhattan,Two Bridges,40.71167075,-73.99791594,Private room,100,1,1,23/02/2015,0.3,2,152
991685,"NYC, Cozy chic in Astoria. ",4160425,Nancy,Queens,Astoria,40.7667091,-73.91240081,Entire home/apt,75,1,28,31/05/2015,1.1,1,165
3282515,Large Bedroom in 3-bedroom Apt. ,2965,Fay,Manhattan,Upper West Side,40.79135855,-73.96710549,Private room,130,1,40,31/05/2015,3.5,2,253
3282388,Another Room in large Apartment,2965,Fay,Manhattan,Upper West Side,40.79221671,-73.96807916,Private room,130,1,0,,,2,316
5393359,2 br specious apt in forest hills,16358514,Victoria,Queens,Forest Hills,40.72157999,-73.83815768,Entire home/apt,260,1,0,,,1,358
4764220,Downtown Oasis: Manhattan Studio,24581056,Aleigh,Manhattan,Gramercy,40.73493309,-73.98703492,Entire home/apt,215,1,1,4/01/2015,0.2,1,163
6494838,NICE room in W 123rd Street near CU,33949246,Fei,Manhattan,Morningside Heights,40.81079468,-73.959487,Private room,100,1,0,,,1,29
3851719,Gorgeous Apt in Gramercy/ Union SQ,4940167,Theodora,Manhattan,Gramercy,40.73608189,-73.98569617,Entire home/apt,180,4,7,20/05/2015,2,1,90
1974685,Vibrant & lovely 1BR w garden,428210,Oscar & Johanna,Brooklyn,Crown Heights,40.66997549,-73.94398544,Entire home/apt,90,4,24,19/05/2015,1.3,2,285
2033605,"Prvt, bath, kitchen, living, entrnc",428210,Oscar & Johanna,Brooklyn,Crown Heights,40.67145959,-73.94391525,Private room,100,3,4,15/03/2015,0.2,2,283
5945,Airy Room on the fabulous UWS ,4267,Robin,Manhattan,Upper West Side,40.79104614,-73.9743446,Private room,120,1,61,27/10/2014,0.9,2,90
2880864,Awesome Apartment in Astoria,14723162,Hugh,Queens,Astoria,40.77162153,-73.92625502,Private room,79,1,5,27/05/2015,0.6,1,359
6481084,Private Room UWS great location,33773043,Ekaterina,Manhattan,Upper West Side,40.79650271,-73.9681274,Private room,50,7,3,25/05/2015,3,1,3
2192295,Fully furnished Apt for Rent in UWS,11179626,Neil,Manhattan,Upper West Side,40.80404275,-73.96768233,Entire home/apt,150,1,6,12/05/2015,0.5,1,329
3131283,Perfect Astoria Apt/House!!,6824993,Macy,Queens,Astoria,40.75688388,-73.92654305,Entire home/apt,105,1,9,26/04/2015,0.8,1,169
2045390,"Large, Sunny Room on Quiet Street",311568,Jillian,Brooklyn,Crown Heights,40.67575026,-73.94799833,Private room,85,1,1,4/08/2014,0.1,2,44
65619,Large Bedroom in Crown Heights,311568,Jillian,Brooklyn,Crown Heights,40.67625263,-73.94921489,Private room,92,14,8,28/11/2014,0.2,2,123
4925100,Appartement avec 1 chambre,25368928,Gael,Queens,Astoria,40.76590565,-73.92209436,Entire home/apt,57,4,1,11/04/2015,0.6,1,128
999977,Cozy studio apartment on upperwest,5497326,Jennifer,Manhattan,Upper West Side,40.77896273,-73.97849207,Entire home/apt,160,7,1,18/08/2013,0,1,276
4886168,Cozy apartment with Manhattan view,25137999,Hossam,Brooklyn,Crown Heights,40.67412066,-73.95941856,Entire home/apt,110,1,0,,,1,296
1392400,Cozy 1BD steps from Central ParkUWS,7446675,Tamir,Manhattan,Upper West Side,40.7926129,-73.97198571,Entire home/apt,189,3,7,4/09/2014,0.3,1,153
2204672,1 bdrm in fully furnished 2bdrm apt,11249304,Emily,Brooklyn,Crown Heights,40.67223125,-73.95019063,Private room,150,1,0,,,1,365
2210281,Dreamy NYC Pre-War Near Columbia U.,2562281,Alisha,Manhattan,Morningside Heights,40.81059402,-73.95650175,Private room,100,3,9,26/05/2015,0.6,1,312
6226420,Right in the Center of Manhattan,2350326,Ero,Manhattan,Murray Hill,40.74521621,-73.97539626,Entire home/apt,150,14,0,,,2,210
5285867,Spacious sunny bedroom,11601961,Amy,Brooklyn,Flatbush,40.64858033,-73.96377854,Private room,50,1,3,23/04/2015,0.9,1,336
4280150,Perfect room at Perfect location ,361155,Alexandra,Brooklyn,Flatbush,40.64094715,-73.96532435,Private room,65,2,25,30/04/2015,3.2,2,276
4000118,Prospect Park! Bikes! Garden! Clean,1199285,Marie,Brooklyn,Flatbush,40.65243404,-73.95761816,Private room,78,2,29,27/05/2015,4,1,122
5856943,Bodacious Fort Greene Home,4180952,Irene,Brooklyn,Fort Greene,40.68287675,-73.97060583,Private room,100,1,5,25/05/2015,5,1,324
6128540,Private suite at JFK Airport,31357042,Hugo,Queens,Springfield Gardens,40.66680815,-73.78240797,Private room,80,1,0,,,5,365
6043219,Private suite at JFK Airport,31357042,Hugo,Queens,Springfield Gardens,40.6667171,-73.78320037,Private room,80,1,0,,,5,365
6042951,Private suite at JFK Airport,31357042,Hugo,Queens,Springfield Gardens,40.66503798,-73.78167075,Private room,80,1,0,,,5,365
6127547,Private suite at JFK Airport,31357042,Hugo,Queens,Springfield Gardens,40.66524694,-73.7827497,Private room,80,1,0,,,5,365
3689001,"Experience Greenpoint, Private Rm",1330687,Samantha,Brooklyn,Greenpoint,40.72257382,-73.9473126,Private room,70,2,4,9/09/2014,0.4,1,357
3318524,One bed room Apartment temporary,16754444,Lorry,Manhattan,Inwood,40.87065916,-73.91484673,Private room,80,1,0,,,1,32
510264,"Spacious, light-filled townhouse ",2514067,Shoshana,Brooklyn,Fort Greene,40.69574,-73.9757889,Entire home/apt,260,7,0,,,1,54
3415829,Pretty!HDTV/BKFST/Bthrm/Near Train!,16773820,Miriam,Manhattan,Inwood,40.86841614,-73.91990471,Private room,79,1,30,16/05/2015,2.8,2,314
3414843,Huge!/HDTV/BKFST/A/C/Near Train!,16773820,Miriam,Manhattan,Inwood,40.86791189,-73.91972441,Private room,99,1,29,12/05/2015,2.8,2,350
3311885,Greenpoint loft with amazing view,14849365,Robin,Brooklyn,Greenpoint,40.72675688,-73.95501865,Private room,72,1,1,16/07/2014,0.1,1,0
6588328,"Inwood Apartment, near 207  Bdway",34463106,Jurek,Manhattan,Inwood,40.86706669,-73.92222889,Entire home/apt,150,1,0,,,1,365
6360411,Cozy Garden Apartment,5573607,David,Bronx,Kingsbridge,40.88233023,-73.89758835,Private room,47,1,0,,,1,267
103555,Clean&Serene in Scenic Fort Greene,220001,Gordon,Brooklyn,Fort Greene,40.69359139,-73.97255212,Private room,99,1,239,29/05/2015,4.8,2,325
6257673,Luxury High Rise Apartment,22221100,Rudresh,Brooklyn,Fort Greene,40.69306837,-73.98188558,Shared room,75,1,0,,,1,26
55982,Cozy 2 br in sunny Fort Greene apt ,264928,Sally,Brooklyn,Fort Greene,40.6865596,-73.9752492,Private room,70,3,13,19/04/2015,0.2,1,242
5781782,Bright Renovated 1 Bed Williamsburg,6639870,Nellie,Brooklyn,Greenpoint,40.72538868,-73.9548466,Entire home/apt,199,2,1,19/05/2015,1,1,172
289995,Private Zen Garden Minimalist 1 Bed,1505217,Pia,Brooklyn,Greenpoint,40.71946641,-73.95252153,Entire home/apt,250,2,24,21/05/2015,0.6,2,324
66222,LUXURY Condo by the Park!,206769,Raquelle,Brooklyn,Greenpoint,40.71945292,-73.95027179,Entire home/apt,175,2,6,26/03/2015,0.1,2,332
4053578,Big Room w/Bathroom,21021052,Francis,Manhattan,Inwood,40.86104346,-73.92747777,Private room,57,2,24,20/05/2015,2.8,4,226
4092751,Little Comfy Room NYC,21021052,Francis,Manhattan,Inwood,40.86089554,-73.92594669,Private room,50,2,10,26/05/2015,1.2,4,306
4053633,Sunny Room NYC!,21021052,Francis,Manhattan,Inwood,40.86040153,-73.92681275,Private room,52,2,35,14/05/2015,4.1,4,219
916729,"HUGE, SUNNY, HOMEY Greenpoint FLAT",4367015,Laura,Brooklyn,Greenpoint,40.72662285,-73.94664646,Entire home/apt,125,5,0,,,1,336
4446836,Big sunny room in Greenpoint,8402,Joshua,Brooklyn,Greenpoint,40.73592022,-73.95733105,Private room,75,1,0,,,1,191
4384771,Cozy Studio in Prime Location,7993523,Alex,Manhattan,Upper East Side,40.76687543,-73.96140244,Entire home/apt,160,1,4,16/05/2015,1.6,1,200
2461673,Large Room for Rent 10 Min from NYC,5006781,Loreta,Queens,Long Island City,40.75493753,-73.93497971,Private room,50,2,57,16/05/2015,3.8,6,230
2437965,Clean Room for Rent 10 min From NYC,5006781,Loreta,Queens,Long Island City,40.75448093,-73.93441737,Private room,50,2,52,17/05/2015,3.4,6,208
2420026,Room Only Two Subway Stops From NYC,5006781,Loreta,Queens,Long Island City,40.75378598,-73.93566784,Private room,50,2,60,18/05/2015,4,6,187
2447847,"2 Bedroom Apt,2 Subway Stops to NYC",5006781,Loreta,Queens,Long Island City,40.75382215,-73.93608356,Entire home/apt,150,1,58,5/05/2015,3.9,6,238
6089070,Beautiful One Bedroom Apt in NYC!!!,5006781,Loreta,Queens,Long Island City,40.75437934,-73.93471963,Entire home/apt,100,1,4,12/05/2015,3.1,6,314
916774,Stay in the heart of the LES 4 LES$,4896906,Chelsea,Manhattan,Lower East Side,40.71808853,-73.98642388,Private room,85,2,38,1/06/2015,2.5,1,333
3208904,2 Full Size Beds & Mini Lounge,16257970,Jackie,Manhattan,Lower East Side,40.71254403,-73.98535469,Private room,80,2,49,1/05/2015,4,1,229
2295816,bright 1 bedroom lower east side,3276746,Erika,Manhattan,Lower East Side,40.7183946,-73.98298139,Entire home/apt,240,5,20,30/05/2015,1.6,1,135
2083999,PENTHOUSE LUXURY APT,4487093,Filipe,Queens,Long Island City,40.75294927,-73.93808507,Entire home/apt,399,2,18,30/05/2015,1.8,1,331
4387507,Cozy 1 Bdr nr Central Park/Bloomies,17457999,Shelby,Manhattan,Upper East Side,40.76271277,-73.96263058,Entire home/apt,200,1,3,18/05/2015,0.6,1,365
1596927,Great UES-Close to Everything!,1750663,Matt,Manhattan,Upper East Side,40.78038487,-73.96083874,Private room,99,1,25,24/05/2015,1.2,2,29
2071381,-Great UES-Close to Everything-,1750663,Matt,Manhattan,Upper East Side,40.77749192,-73.9560208,Entire home/apt,324,2,10,1/01/2015,0.7,2,26
435891,Comfortable 1BR in Upscale NYC Area,706228,Boris,Manhattan,Upper East Side,40.77130419,-73.95642844,Entire home/apt,149,1,23,27/05/2015,0.6,1,211
4090748,Entire Manhattan Apt in Upper East,21217401,Yong,Manhattan,Upper East Side,40.76965275,-73.96258132,Entire home/apt,180,2,7,10/05/2015,0.8,1,149
6545598,Large Private Room - Prime Location,27874275,Erik,Manhattan,Upper East Side,40.78385905,-73.95228255,Private room,89,1,0,,,1,347
5281596,Perfectly Located & Charming ,294042,Jessica,Manhattan,Upper East Side,40.76440847,-73.96660968,Entire home/apt,325,2,2,19/05/2015,1.2,1,289
4120245,Boutique Upper East Side Apartment,9790846,Katie,Manhattan,Upper East Side,40.77114518,-73.96064087,Entire home/apt,300,2,16,21/05/2015,1.9,1,336
6216166,East Village Comfortable 1 bdrm!,9339714,Jessy,Manhattan,Civic Center,40.7125721,-74.00557985,Entire home/apt,199,1,0,,,4,363
2970247,Room available from May 23 - Jun 3,15155776,Varun,Manhattan,Lower East Side,40.72035151,-73.98752937,Private room,125,1,0,,,1,365
4463307,**Large/Cozy 1 Bedroom in the EV!**,21821922,Chazz,Manhattan,Lower East Side,40.72139988,-73.9860282,Entire home/apt,243,2,40,22/05/2015,5.8,3,49
6288635,Bedroom in the heart of Manhattan,32456017,Nicolo,Manhattan,Tribeca,40.71479721,-74.006703,Private room,119,1,0,,,1,38
6553162,gorgeous studio with huge garden,34273657,Brett,Manhattan,Upper East Side,40.76272579,-73.96162611,Entire home/apt,128,1,0,,,1,1
4106026,The Buddha Loft,19548901,Scott,Manhattan,Upper East Side,40.76250444,-73.9644898,Entire home/apt,289,1,0,,,1,354
3595114,Private room in Tribeca,18112739,Pascal,Manhattan,Tribeca,40.71631527,-74.00687974,Entire home/apt,120,5,1,29/09/2014,0.1,1,150
5735547,LET THE SUN SHINE IN,29742757,Tess,Queens,Rego Park,40.73059399,-73.85723417,Private room,80,1,1,19/05/2015,1,1,354
1960091,500 Sq Ft Sunny Studio on UES,9173235,Jamie,Manhattan,Upper East Side,40.77645465,-73.95299136,Entire home/apt,175,1,3,18/04/2015,0.2,1,293
2807860,Comfy Bedroom in Large Sunny Apt!,14362258,Sarah,Queens,Long Island City,40.75403443,-73.920625,Private room,50,1,1,16/02/2015,0.3,1,152
5637183,Charming Astoria Apartment,11819802,Lili,Queens,Long Island City,40.7580656,-73.92876966,Private room,200,7,0,,,1,55
4395490,Uptown Utopia,10546136,Caitlin & Mike,Manhattan,Upper East Side,40.76580882,-73.95649996,Entire home/apt,150,1,6,15/05/2015,1.1,1,153
3412785,Large Sunny Modern 2BR 1000sf LES,13924037,Laura,Manhattan,Lower East Side,40.71220471,-73.98738211,Entire home/apt,299,3,15,22/05/2015,1.7,1,316
3281840,Beautiful Upper East Side Apt,16172616,John,Manhattan,Upper East Side,40.77732265,-73.9513837,Entire home/apt,120,1,15,15/05/2015,1.8,1,131
4044928,Cozy East Village/L.E.S. Studio ,5565331,Andre,Manhattan,Lower East Side,40.71861805,-73.98499887,Entire home/apt,160,1,36,14/05/2015,4,4,277
4664863,Cozy Studio Apt on Prime LES Block,5565331,Andre,Manhattan,Lower East Side,40.72104071,-73.98871833,Entire home/apt,130,1,33,17/05/2015,5.4,4,205
5195563,1500 sq ft Artist Loft Downtown,1004532,Cass,Manhattan,Financial District,40.71021511,-74.00696055,Entire home/apt,295,4,1,25/05/2015,1,1,364
847755,"LUXURY 2bed, great deal on Wall St!",3177902,Noora,Manhattan,Financial District,40.70483485,-74.00772684,Entire home/apt,170,5,2,1/04/2013,0.1,1,121
845074,Lovely Studio  -- Heart of Brooklyn,4411634,Lucy,Brooklyn,Bath Beach,40.60368718,-74.0110751,Entire home/apt,70,3,21,28/12/2013,0.7,1,152
4923485,Huge 2-bed loft in Soho,8901261,Jason,Manhattan,SoHo,40.72252145,-74.00304468,Entire home/apt,550,1,0,,,1,129
3270872,PRIVATE ROOM  CLINTON HILL BROOKLYN,2577556,Boubacar,Brooklyn,Clinton Hill,40.69461763,-73.96193432,Private room,99,1,29,15/05/2015,2.5,4,365
4222470,Entire New apartment in New York,2577556,Boubacar,Brooklyn,Clinton Hill,40.69540721,-73.96391568,Entire home/apt,300,1,0,,,4,365
3378120,NEW PRIVATE ROOM IN BROOKLYN NY,2577556,Boubacar,Brooklyn,Clinton Hill,40.69471601,-73.96372799,Private room,99,1,11,19/05/2015,1.1,4,365
1917872,"Large, Luxury Triplex in Brownstone",4344588,Gabe And Jane,Brooklyn,Clinton Hill,40.68891408,-73.96502072,Entire home/apt,425,2,18,31/05/2015,1.3,2,86
828796,Gorgeous 2BR Apt in Brownstone,4344588,Gabe And Jane,Brooklyn,Clinton Hill,40.68673376,-73.96252118,Entire home/apt,225,2,98,29/05/2015,3.3,2,227
3683933,Full One Bedroom with Private Yard,3932138,Anna,Brooklyn,Clinton Hill,40.6868533,-73.96051314,Entire home/apt,140,2,0,,,1,287
5511439,Sunny and spacious 2 bedroom apt,12856034,Caroline,Brooklyn,Clinton Hill,40.69259316,-73.96752918,Entire home/apt,249,1,0,,,1,310
4342690,Clinton Hill Room,14377035,Sebastián,Brooklyn,Clinton Hill,40.68719237,-73.9610073,Private room,50,1,3,3/01/2015,0.4,1,190
3301637,Spacious Clinton Hill Apt - 1 Bdrm,2165130,Adam,Brooklyn,Clinton Hill,40.68736933,-73.96594755,Entire home/apt,125,1,0,,,1,329
5582038,Sunny Entire Apt in Brooklyn,6502530,John,Brooklyn,Clinton Hill,40.69228344,-73.96562451,Entire home/apt,200,1,0,,,1,360
4671552,Garden Level Brooklyn Brownstone,10860081,Hillary,Brooklyn,Clinton Hill,40.68241159,-73.9635412,Entire home/apt,130,1,4,25/05/2015,0.8,1,163
4048043,1 BR in Exposed Brick SoHo apt,10135,Jason,Manhattan,SoHo,40.71971934,-73.99986441,Private room,150,4,25,11/05/2015,2.9,2,213
4071007,Cozy 1 BR in Exposed Brick SoHo Apt,10135,Jason,Manhattan,SoHo,40.71995183,-73.99975111,Private room,130,4,18,28/05/2015,2.1,2,205
5816145,LUXURY ROOM 1 CHARMING CLINTON HILL,29650513,Katie,Brooklyn,Clinton Hill,40.69453623,-73.9619801,Private room,89,1,6,10/05/2015,3.2,5,257
